txt_CCSqK,Story Chapter 6: [c][00ffff]Uncertain Outcomes[-][/c],,,,,,,,История Глава 6: [c][00ffff]Неопределенные результаты[-][/c],,,,,,,,
txt_qna0i,Activate the AI and gather all available data,,,,,,,,Активируйте ИИ и соберите все доступные данные,,,,,,,,
txt_GKiFO,Powers of the Past,,,,,,,,Силы прошлого,,,,,,,,
txt_GoCM4,[c][00ffff][IDA][-][/c] I am receiving a data stream with blueprints of the weapon described on the panel!,,,,,,,,"[c][00ffff][IDA][-][/c] Я получаю поток данных с чертежами оружия, описанного на панели!",,,,,,,,
txt_SCSmS,"[c][00ffff][IDA] [-][/c]I am receiving a secondary data stream. \n\nAgain, all construction details of the weapon described on the panel!",,,,,,,,"[c][00ffff][IDA] [-][/c]Я получаю вторичный поток данных. \n\nОпять же, все детали конструкции оружия, описанные на панели!",,,,,,,,
txt_u08OS,IDA? I have a strong feeling that this information might change everyone's understanding of what happens here in Andromeda.,,,,,,,,"ИДА? У меня есть сильное чувство, что эта информация может изменить общее понимание того, что происходит здесь, в Андромеде.",,,,,,,,
txt_mCC4G,Powers Of The Past,,,,,,,,Силы Прошлого,,,,,,,,
txt_SWOS4,[c][00ffff][IDA][-][/c] Indeed. I'm already analyzing the text on the displays.\n\nWe should [c][fbff00]head back to Sectioner32[-][/c] and deliver these weapon schematics.,,,,,,,,[c][00ffff][IDA][-][/c] Действительно. Я уже анализирую текст на дисплеях.\n\nМы должны [c][fbff00]вернуться в Секцию 32[-][/c] и доставить эти схемы оружия.,,,,,,,,
txt_iSEqu,Go to mine shaft,,,,,,,,Идите в шахту,,,,,,,,
txt_40qCS,Go to Polaris Asteroid Mining Station,,,,,,,,Отправляйтесь на станцию добычи астероидов Полярис,,,,,,,,
txt_K48Ca,Go to Polaris Asteroid Mining Station. The station can be found in the [c][fbff00]asteroid belt[-][/c] in this system!,,,,,,,,Отправляйтесь на станцию добычи астероидов Полярис. Станцию можно найти в [c][fbff00]поясе астероидов[-][/c] в этой системе!,,,,,,,,
txt_C6DKK,Go to trading station again,,,,,,,,Снова отправляйтесь на торговую станцию,,,,,,,,
txt_CaOKn,IDA .. I have a feeling that we are not in this galaxy by any accident.,,,,,,,,"ИДА ... У меня такое чувство, что мы попали в эту галактику не случайно.",,,,,,,,
actdescConquerAS,"Defeat an alien faction base by destroying the core! Notice: You must use projectile weapons to destroy its core - you cannot use explosives (e.g. rocket launcher, explosive device, etc)",,,,,,,,"Победите базу инопланетной фракции, уничтожив ядро! Обратите внимание: Вы должны использовать метательное оружие, чтобы уничтожить его ядро - вы не можете использовать взрывчатые вещества (например, ракетную установку, взрывное устройство и т. Д.)",,,,,,,,
chpdescMiningC,Preparing an Assault means preparing the Basics. And the Basics are run by ores. Prepare your team and let's go!,,,,,,,,Подготовка нападения означает подготовку Основ. А Основами управляют руды. Подготовьте свою команду и поехали!,,,,,,,,
actdescPromMC,Mine 1000 Promethium Ore. Buying from a marketplace or just having it in your inventory does not complete this Mission!,,,,,,,,Рудник 1000 Прометиевой руды. Покупка на рынке или просто наличие его в вашем инвентаре не завершает эту миссию!,,,,,,,,
actdescMagMC,Mine 1000 Magnesium Ore. Buying from a marketplace or just having it in your inventory does not complete this Mission!,,,,,,,,Рудник 1000 Магниевых руд. Покупка на рынке или просто наличие его в вашем инвентаре не завершает эту миссию!,,,,,,,,
actdescCobaltMC,Mine 1000 Cobalt Ore. Buying from a marketplace or just having it in your inventory does not complete this Mission!,,,,,,,,Рудник 1000 Кобальтовой руды. Покупка на рынке или просто наличие его в вашем инвентаре не завершает эту миссию!,,,,,,,,
actdescSathMC,Mine 500 Sathium Ore. Buying from a marketplace or just having it in your inventory does not complete this Mission!,,,,,,,,Шахта 500 Сатиевых руд. Покупка на рынке или просто наличие его в вашем инвентаре не завершает эту миссию!,,,,,,,,
actdescNeoMC,Mine Neodymium Ore. Buying from a marketplace or just having it in your inventory does not complete this Mission!,,,,,,,,Добывают Неодимовую руду. Покупка на рынке или просто наличие его в вашем инвентаре не завершает эту миссию!,,,,,,,,
chpdescGasStation,Your team's battleships will need a lot of fuel for flying around and maybe a few Pentaxid warp crystals for traveling to other planets. Now it is the time to refuel and restock!,,,,,,,,"Линкорам вашей команды понадобится много топлива для полетов и, возможно, несколько кристаллов Пентаксида для путешествий на другие планеты. Теперь пришло время заправиться и пополнить запасы!",,,,,,,,
acttitleGSlfp,Craft 1000 Large Fuel Packs,,,,,,,,Создайте 1000 Больших Топливных Пакетов,,,,,,,,
actdescGSlfp,Craft 1000 Large Fuel Packs. You'll need to mine or acquire 2500 Promethium Ore.,,,,,,,,Создайте 1000 Больших Топливных Пакетов. Вам нужно будет добыть или приобрести 2500 прометиевых руд.,,,,,,,,
actdescGSpenta,Craft 100 Pentaxid. You'll need to mine or acquire 100 Pentaxid (raw material).,,,,,,,,Ремесло 100 Пентаксид. Вам нужно будет добыть или приобрести 100 пентаксидов (сырье).,,,,,,,,
chptitlePfBMedi,Prepare for Battle MEDICAL,,,,,,,,Приготовьтесь к бою,,,,,,,,
chpdescPfBMedi,Get prepared for Bullets and Bites! Your team should always carry a few essential medics for use in bad situations in their backpacks.,,,,,,,,Приготовьтесь к пулям и укусам! Ваша команда всегда должна иметь в рюкзаках несколько необходимых медиков для использования в плохих ситуациях.,,,,,,,,
actdescDoctorsJournal,"For more Info about Status Effects, diseases and how to cure them, please read the DOCTOR'S JOURNAL in the Empyriopedia (F1)",,,,,,,,"Для получения дополнительной информации о влиянии статуса, заболеваниях и способах их лечения, пожалуйста, прочтите ЖУРНАЛ ВРАЧА в Эмпириопедии (F1)",,,,,,,,
chptitlePfBSupport,Prepare for Battle LIFE SUPPORT,,,,,,,,Приготовьтесь к боевой СИСТЕМЕ ЖИЗНЕОБЕСПЕЧЕНИЯ,,,,,,,,
chpdescPfBSupport,"Your group got all its Ammo and Medicals - but what if the battle takes longer than expected? Having some durable, less-perishable food and emergency oxygen in your backpack may decide about failure or success earlier than you might expect!",,,,,,,,"Ваша группа получила все свои боеприпасы и медикаменты - но что, если битва займет больше времени, чем ожидалось? Наличие в рюкзаке прочной, менее скоропортящейся пищи и запасного кислорода может решить вопрос о неудаче или успехе раньше, чем вы могли бы ожидать!",,,,,,,,
acttitlePfBcannM,Cook 5x Canned Meat,,,,,,,,Приготовьте 5 раз Мясные Консервы,,,,,,,,
actdescPfBcannM,Cook 5x Canned Meat in the Food Processor.,,,,,,,,Приготовьте 5 раз мясные консервы в кухонном комбайне.,,,,,,,,
acttitlePfBcannV,Cook 5x Canned Vegetables.,,,,,,,,Приготовьте 5 раз Консервированные Овощи.,,,,,,,,
actdescPfBcannV,Cook 5x Canned Vegetables in the Food Processor.,,,,,,,,Приготовьте 5 раз консервированные овощи в кухонном комбайне.,,,,,,,,
chpdescRaidApoi,Is your Group well prepared? Then go ahead and raid some well defended Bases of the Alien factions! Can you keep up with them?,,,,,,,,Хорошо ли подготовлена ваша группа? Тогда вперед и совершайте набеги на хорошо защищенные базы инопланетных фракций! Ты можешь за ними угнаться?,,,,,,,,
txt_s8uWx,The TITAN wreckage is located on the SNOW planet in the starter system. \nYou need a WARP-capable vessel (Small Vessel + Warpdrive + Pentaxid Tank + Pentaxid fuel).\nYour vessel should have weapons and turrets.,,,,,,,,"Обломки ТИТАНА находятся на СНЕЖНОЙ планете в стартовой системе. \nВам нужен корабль, способный к ВАРПУ (Малый корабль + Варп-привод + Пентаксид-бак + Пентаксид-топливо).\nНа вашем корабле должно быть оружие и турели.",,,,,,,,
txt_gqiqS,It seems the Titan has broken into several parts...,,,,,,,,"Похоже, Титан распался на несколько частей...",,,,,,,,
txt_mmuqG,Approach the COM ARRAY. Make sure to clear the area before going inside.,,,,,,,,"Подойдите к МАССИВУ COM. Убедитесь, что вы очистили территорию, прежде чем войти внутрь.",,,,,,,,
txt_miS0G,[c][00ffff][IDA][-][/c] Get us close to a [c][ffff00]station console[-][/c] so I can have a look in their database.,,,,,,,,"[c][00ffff][IDA][-][/c] Приблизьте нас к [c][ffff00]консоли станции [-][/c], чтобы я мог заглянуть в их базу данных.",,,,,,,,
txt_0mqem,Go inside and approach the marked console.,,,,,,,,Зайдите внутрь и подойдите к отмеченной консоли.,,,,,,,,
txt_KC00K,Find the core room.,,,,,,,,Найдите основную комнату.,,,,,,,,
txt_4GCm4,There is another teleporter in this station. You need to find it. Look for a GREEN room and signs that indicate authorized access only.,,,,,,,,"На этой станции есть еще один телепорт. Тебе нужно его найти. Ищите ЗЕЛЕНУЮ комнату и знаки, указывающие только на авторизованный доступ.",,,,,,,,
txt_OuGei,The Mainframe is hovering over ground. The teleporter brings you back to the Radar Station entry room. From there you can teleport back to the COM Station.,,,,,,,,Мэйнфрейм парит над землей. Телепорт доставит вас обратно в комнату входа на Радарную станцию. Оттуда вы можете телепортироваться обратно на станцию связи.,,,,,,,,
txt_4OuSS,[c][00ffff][IDA][-][/c]  Seems like that station has taken a beating already. \n\nLocate the [c][ffff00]main access switch and pull it[-][/c] to release the info.,,,,,,,,"[c][00ffff][IDA][-][/c] Похоже, эту станцию уже избили. \n\nНайдите [c][ffff00]главный переключатель доступа и потяните его [-][/c], чтобы освободить информацию.",,,,,,,,
txt_aCi4O,Find the lever and pull it to release the blocked message.,,,,,,,,"Найдите рычаг и потяните его, чтобы освободить заблокированное сообщение.",,,,,,,,
pda_SqGh0,[c][00ffff][IDA][-][/c] I am receiving a weak UCH positioning signal. \n\nI'll add a [c][fbff00]marker [-][/c]to your radar and hud.,,,,,,,,[c][00ffff][IDA][-][/c] Я получаю слабый сигнал позиционирования UCH. \n\nЯ добавлю [c][fbff00]маркер [-][/c]к вашему радару и hud.,,,,,,,,
pda_S8Oae,[c][00ffff]Really abort the mission? Please confirm![-][/c]\n[c][80ffff][-][/c]You can start the mission via PDA (F1) at any time.,,,,,,,,"[c][00ffff]Действительно прервать миссию? Пожалуйста, подтвердите![-][/c]\n[c][80ffff][-][/c]Вы можете начать миссию с помощью КПК (F1) в любое время.",,,,,,,,
pda_Y8eaV,Find and access the console on the bridge. \nCheck the containers for valuable loot.,,,,,,,,Найдите и получите доступ к консоли на мостике. \nПроверьте контейнеры на предмет ценной добычи.,,,,,,,,
pda_8KCWw,[c][00ffff][IDA][-][/c] You should make a [c][fbff00]fly-by on all three parts[-][/c] for a better scan result.\n\n[c][fbff00]150m[-][/c] should be enough.,,,,,,,,[c][00ffff][IDA][-][/c] Вы должны сделать [c][fbff00]облет всех трех частей[-][/c] для лучшего результата сканирования.\n\n[c][fbff00]150 м[-][/c] должно быть достаточно.,,,,,,,,
pda_GC8Qe,IDA? Any scanning results?,,,,,,,,ИДА? Есть результаты сканирования?,,,,,,,,
pda_S8GOe,I am afraid we can't expect the Zirax to have left anything for us to find.,,,,,,,,"Боюсь, мы не можем ожидать, что зираксы оставили нам что-нибудь, что мы могли бы найти.",,,,,,,,
pda_eYkYG,[c][00ffff][IDA][-][/c]  There are some ... secret technical details of the construction they might have not found.,,,,,,,,[c][00ffff][IDA][-][/c] Есть некоторые ... секретные технические детали конструкции они могли и не найти.,,,,,,,,
pda_qeNGG,Is there possibly  more you can tell me?,,,,,,,,"Может быть, вы еще что-нибудь можете мне сказать?",,,,,,,,
pda_K8WO8,"[c][00ffff][IDA][-][/c] Sure.. I am.. wait..Commander, I do not .. there is a .. please wait .. a signal .. has activated a ..",,,,,,,,"[c][00ffff][IDA][-][/c] Конечно.. Я ... подожди..Командир, я не ... есть ... пожалуйста, подождите .. сигнал ... активировал а ..",,,,,,,,
pda_qo0qK,[c][00ffff][IDA][-][/c]  .. failed .. wave .. protocol .. black .. find override code .. console!,,,,,,,,[c][00ffff][IDA][-][/c] .. сбой .. волна .. протокол .. черный .. найти код переопределения .. консоль!,,,,,,,,
pda_aie8q,[c][00ffff]< Integrated Data Assistant .. remote access detected >[-][/c],,,,,,,,[c][00ffff]< Встроенный помощник по обработке данных .. обнаружен удаленный доступ >[-][/c],,,,,,,,
pda_KmWuC,[c][00ffff]< Integrated Data Assistant .. emergency shutdown >[-][/c],,,,,,,,[c][00ffff]< Встроенный помощник по обработке данных .. аварийное выключение >[-][/c],,,,,,,,
pda_4uKCi,Find which code? Console? Where?,,,,,,,,Найти какой код? Консоль? Куда?,,,,,,,,
pda_iOmaS,"... finding a [c][ffff00]code[-][/c] in a [c][ffff00]maintenance console[-][/c] in a wreckage, after more than a year of the enemy tearing it apart ...",,,,,,,,"... найти [c][ffff00]код в[-][/c] консоли обслуживания [c][ffff00]в обломках, после того, как враг более года разрывал его на части ..."[-][/c],,,,,,,,
pda_W8aAK,This whole expedition is absolutely doomed ...,,,,,,,,Вся эта экспедиция абсолютно обречена ...,,,,,,,,
pda_OSeKa,Find the maintenance console (colored yellow/orange) in the center of the front part of the TITAN wreckage!\n\nNote: You can re-read the logs by facing the maintenance console and pressing F AND in the Empyriopedia/Journeybook!,,,,,,,,"Найдите консоль технического обслуживания (цвет желтый/оранжевый) в центре передней части обломков ТИТАНА!\n\nПримечание: Вы можете перечитывать журналы, повернувшись лицом к консоли обслуживания и нажав F И в Empyriopedia/Journeybook!",,,,,,,,
pda_CW00O,There are two token consoles in each wreckage. The position is marked on your hud. \nGo closer to 2m to proceed with the mission.\n\nNote: You can re-read the logs by facing the maintenance console and pressing F AND in the Empyriopedia/Journeybook!,,,,,,,,"В каждом обломке есть две символические консоли. Позиция отмечена на вашем hud. \nПодойдите ближе к 2 м, чтобы продолжить миссию.\n\nПримечание: Вы можете перечитывать журналы, повернувшись лицом к консоли обслуживания и нажав F И в Empyriopedia/Journeybook!",,,,,,,,
pda_SaauK,The command console is marked on our hud.\n\nNote: You can re-read the logs by facing the maintenance console and pressing F AND in the Empyriopedia/Journeybook!,,,,,,,,"Командная консоль отмечена на нашем hud.\n\nПримечание: Вы можете перечитывать журналы, повернувшись лицом к консоли обслуживания и нажав F И в Empyriopedia/Journeybook!",,,,,,,,
pda_OiaaG,"So, of course these codes are distributed over the Titan. \n[c][ffff00][-][/c]\n[c][ffff00]One in each wreckage[-][/c] no doubt.",,,,,,,,"Итак, конечно, эти коды распределены по Титану. \n[c][ffff00][-][/c]\n[c][ffff00]По одному в каждом обломке[-][/c] без сомнения.",,,,,,,,
pda_Kmoaq,Go up to the bridge.,,,,,,,,Поднимитесь на мостик.,,,,,,,,
pda_W0GKb,The teleporter is located up the elevator. Use it to proceed with the mission.,,,,,,,,"Телепорт находится наверху лифта. Используйте его, чтобы продолжить миссию.",,,,,,,,
pda_mqWmW,[c][00ffff][IDA][-][/c]  You need to find the [c][fbff00]core room[-][/c]. Any info should be stored there!,,,,,,,,[c][00ffff][IDA][-][/c] Вам нужно найти [c][fbff00]основную комнату[-][/c]. Любая информация должна храниться там!,,,,,,,,
pda_CGK0q,"[c][00ffff][IDA][-][/c]  The station computer had some interesting info. The Radar Site is heavily defended, but there is a teleporter set up as a side entrance in one of the perimeter stations ... RIGHT HERE!  \n[c][fbff00][-][/c]\n[c][fbff00]Find the teleporter and use it![-][/c]",,,,,,,,"[c][00ffff][IDA][-][/c] В компьютере станции была интересная информация. Радар хорошо защищен, но на одной из станций по периметру есть телепорт, установленный в качестве бокового входа ... ПРЯМО ЗДЕСЬ!  \n[c][fbff00][-][/c]\n[c][fbff00]Найдите телепорт и используйте его![-][/c]",,,,,,,,
pda_W600C,Pull the lever on the wall in the Core room.,,,,,,,,Потяните за рычаг на стене в Основной комнате.,,,,,,,,
pda_e0WqK,[c][ffffff]< Access granted > [-][/c]\n[c][ffffff]\n[-][/c][c][ffffff]Mainframe teleport approved.[-][/c],,,,,,,,[c][ffffff]< Доступ предоставлен > [-][/c]\n[c][ffffff]\n[-][/c][c][ffffff]Телепорт мэйнфрейма одобрен.[-][/c],,,,,,,,
pda_8e8eO,"[b][c][00ffff]Chapter 4: A Glacial Grave[-][/c][/b]\n\nGood news is always the best news!\nEnjoy the party, but don't wait for too long.\n\nIt is about time for a [c][ffffff]trip to the snow planet[-][/c], to [c][ffffff]find the wreckage of the TITAN[-][/c] and stir up some icy dust \n[i][/i]\n[i]Location: Snow Planet; Ellyon System (Starter System)[/i]",,,,,,,,"[b][c][00ffff]Глава 4: Ледниковая могила[-][/c][/b]\n\nХорошие новости-всегда лучшие новости!\nНаслаждайтесь вечеринкой, но не ждите слишком долго.\n\nПришло время для [c][ffffff]поездки на снежную планету[-][/c], чтобы [c][ffffff]найти обломки ТИТАНА[-][/c] и поднять немного ледяной пыли \n[i][/i]\n[i]Местоположение: Снежная планета; Система Эллион (Стартовая система)[/i]",,,,,,,,
pda_aquiC,There are two token consoles in each wreckage. The position is marked on your hud. \nGo closer to 2m to proceed with the mission.\n\nNote: You can re-read the logs by facing the maintenance console and pressing F AND in the Empyriopedia/Journeybook!,,,,,,,,"В каждом обломке есть две символические консоли. Позиция отмечена на вашем hud. \nПодойдите ближе к 2 м, чтобы продолжить миссию.\n\nПримечание: Вы можете перечитывать журналы, повернувшись лицом к консоли обслуживания и нажав F И в Empyriopedia/Journeybook!",,,,,,,,
