KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamesetxt_UGmuO,Card Dealer,,,,,,,,Карточный дилер,,,,,,,,
dialogue_miiQm,Deactivate Console,,,,,,,,Деактивировать консоль,,,,,,,,
dialogue_KO8uK,Play file,,,,,,,,Воспроизвести файл,,,,,,,,
dialogue_iWrGq,Discard,,,,,,,,Отказаться,,,,,,,,
dialogue_g40em,Information classified.,,,,,,,,Информация засекречена .,,,,,,,,
dialogue_OemSS,Enter credentials again,,,,,,,,Введите учетные данные еще раз,,,,,,,,
dialogue_iq0qS,End Communication,,,,,,,,Завершить общение,,,,,,,,
dialogue_meaae,Start procedure.,,,,,,,,Начать процедуру .,,,,,,,,
dialogue_4ueea,Confirm.,,,,,,,,Подтверждать.,,,,,,,,
dialogue_0iWaa,Play,,,,,,,,Играть,,,,,,,,
dialogue_m04aO,Discard,,,,,,,,Отказаться,,,,,,,,
dialogue_S8820,Start procedure,,,,,,,,Начать процедуру,,,,,,,,
dialogue_8cOqi,Confirm,,,,,,,,Подтверждать,,,,,,,,
dialogue_sCWiu,Play,,,,,,,,Играть,,,,,,,,
dialogue_80OGC,Discard,,,,,,,,Отказаться,,,,,,,,
dialogue_K008C,Start procedure,,,,,,,,Начать процедуру,,,,,,,,
dialogue_CuWCi,Confirm,,,,,,,,Подтверждать,,,,,,,,
dialogue_KOaim,Play,,,,,,,,Играть,,,,,,,,
dialogue_eCuWm,Discard,,,,,,,,Отказаться,,,,,,,,
dialogue_4CsKC,Play File,,,,,,,,Воспроизвести файл,,,,,,,,
dialogue_qHaZe,Discard,,,,,,,,Отказаться,,,,,,,,
dialogue_Gg80S,Proceed,,,,,,,,Продолжить,,,,,,,,
dialogue_CaaOq,Proceed,,,,,,,,Продолжить,,,,,,,,
dialogue_K9C4e,<i>So...really?</i>,,,,,,,,<i>Серьезно?</i>,,,,,,,,
dialogue_W4qS4,Fail...inset. AI Rout..32..missed!,,,,,,,,Неудачно ... вставка. AI Rout..32..missed !,,,,,,,,
dialogue_ee8eq,<i>Obviously not</i>,,,,,,,,<i>Очевидно нет</i>,,,,,,,,
dialogue_qae8e,<i>Self-destruct sequence?!</i>,,,,,,,,<i> Последовательность самоуничтожения?! </i>,,,,,,,,
dialogue_m00C6,Accept,,,,,,,,Принимать,,,,,,,,
dialogue_aqi40,<i>Sure thing.</i>,,,,,,,,<i> Конечно. </i>,,,,,,,,
dialogue_00q00,..error..\n..error..\n..error..\n..error..\n..error..,,,,,,,,..error .. \n .. error .. \n .. error .. \n .. error .. \n .. error ..,,,,,,,,
dialogue_A08uO,Retry,,,,,,,,Повторить,,,,,,,,
dialogue_m08sS,Deactivate Minefield,,,,,,,,Деактивировать Минное поле,,,,,,,,
dialogue_OOSG4,Restart,,,,,,,,Запустить снова,,,,,,,,
dialogue_i0u6o,Show message,,,,,,,,Показать сообщение,,,,,,,,
dialogue_faaec,Deactivate Console,,,,,,,,Деактивировать консоль,,,,,,,,
dialogue_GFim0,<i>Start</i>,,,,,,,,<i>Начинать</i>,,,,,,,,
dialogue_emcSW,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_qQ4OS,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_eOKie,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_Gmawq,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_8Sa0O,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_WWimO,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_qaakm,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_GGmee,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_OKqeC,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_0qS8a,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_SW8Se,<i>Skip Reports</i>,,,,,,,,<i> Пропустить отчеты </i>,,,,,,,,
dialogue_SWSe0,<i>Play next</i>,,,,,,,,<i> Играть дальше </i>,,,,,,,,
dialogue_mWOiA,<i>Close communication</i>,,,,,,,,<i> Тесное общение </i>,,,,,,,,
dialogue_emSmq,Commander! @w2 Incoming transmission!,,,,,,,,Командир! @w2 Входящая передача !,,,,,,,,
dialogue_qSOGO,That was quick.,,,,,,,,Это было быстро.,,,,,,,,
dialogue_u00ea,War of Silence?,,,,,,,,Война безмолвия ?,,,,,,,,
dialogue_qumMa,What the..?,,,,,,,,Что за..?,,,,,,,,
dialogue_KecW0,Sounds doable!,,,,,,,,Звучит выполнимо !,,,,,,,,
dialogue_0KWe0,Easiest job ever!,,,,,,,,Самая легкая работа !,,,,,,,,
dialogue_KupQa,<i>Aye..YARR!</i>,,,,,,,,<i> Да .. ЯРР! </i>,,,,,,,,
dialogue_mKmm4,You. @w2  Are. @w2  Late!,,,,,,,,Ты. @w2  Находятся. @w2  Поздно!,,,,,,,,
dialogue_6ee0i,<i>Excu...?</i>,,,,,,,,<i> Извините ...? </i>,,,,,,,,
dialogue_8e8W4,Brewmaster Urfk,,,,,,,,Хмелевар Урфк,,,,,,,,
dialogue_mgeKO,<i>This is..</i>,,,,,,,,<i>Это..</i>,,,,,,,,
dialogue_6WWSa,<i>...</i>,,,,,,,,<i> ... </i>,,,,,,,,
dialogue_wa6aq,Bye.,,,,,,,,До свидания.,,,,,,,,
dialogue_mKauw,<i>Nevermind</i>,,,,,,,,<i>Не берите в голову</i>,,,,,,,,
dialogue_mQ04a,<i>Smuggler</i>,,,,,,,,<i> Контрабандист </i>,,,,,,,,
dialogue_oiWGS,<i>TOP raid</i>,,,,,,,,<i> ТОП рейд </i>,,,,,,,,
dialogue_0Sq4G,<i>Secret Recipes</i>,,,,,,,,<i> Секретные рецепты </i>,,,,,,,,
dialogue_GOS08,<i>Zirax weaponry</i>,,,,,,,,<i> Оружие Zirax </i>,,,,,,,,
dialogue_AK0ue,<i>Artifacts</i>,,,,,,,,<i> Артефакты </i>,,,,,,,,
dialogue_0CcSq,<i>Secret Recipes</i>,,,,,,,,<i> Секретные рецепты </i>,,,,,,,,
dialogue_S0eW0,<i>Artifacts</i>,,,,,,,,<i> Артефакты </i>,,,,,,,,
dialogue_OeCKe,<i>Secret Recipes</i>,,,,,,,,<i> Секретные рецепты </i>,,,,,,,,
dialogue_mmWKG,<i>Zirax weaponry</i>,,,,,,,,<i> Оружие Zirax </i>,,,,,,,,
dialogue_W44Cu,<i>TOP raid</i>,,,,,,,,<i> ТОП рейд </i>,,,,,,,,
dialogue_4CiGm,<i>Praise</i>,,,,,,,,<i>Хвалить</i>,,,,,,,,
dialogue_mi4Yu,<i>Threaten</i>,,,,,,,,<i>Угрожать</i>,,,,,,,,
dialogue_0V4eG,<i>Threaten</i>,,,,,,,,<i>Угрожать</i>,,,,,,,,
dialogue_Wiaai,<i>Agree</i>,,,,,,,,<i>Дать согласие</i>,,,,,,,,
dialogue_KGKqG,<i>Threaten</i>,,,,,,,,<i>Угрожать</i>,,,,,,,,
dialogue_mA8qi,<i>Leave</i>,,,,,,,,<i>Покинуть</i>,,,,,,,,
dialogue_la8W3,Paymaster Moebus,,,,,,,,Казначей Моэбус,,,,,,,,
dialogue_K8CGe,<i>Leave</i>,,,,,,,,<i>Покинуть</i>,,,,,,,,
dialogue_8CJOd,<i>Leave</i>,,,,,,,,<i>Покинуть</i>,,,,,,,,
dialogue_S4iWG,<i>Get where?</i>,,,,,,,,<i> Куда добраться? </i>,,,,,,,,
dialogue_CaD08,<i>Threaten</i>,,,,,,,,<i>Угрожать</i>,,,,,,,,
dialogue_KqaUS,<i>Leave</i>,,,,,,,,<i>Покинуть</i>,,,,,,,,
dialogue_48040,<i>Thanks?</i>,,,,,,,,<i>Спасибо?</i>,,,,,,,,
dialogue_GgS0m,<i>Party Time!</i>,,,,,,,,<i>Время веселиться!</i>,,,,,,,,
dialogue_4e04q,<i>My crew..?</i>,,,,,,,,<i>Моя команда..?</i>,,,,,,,,
dialogue_ecFq8,<i>My crew?</i>,,,,,,,,<i>Моя команда?</i>,,,,,,,,
dialogue_C4Oqu,<i>Details please!</i>,,,,,,,,"<i> Подробности, пожалуйста! </i>",,,,,,,,
dialogue_SSe4Q,<i>Alex?</i>,,,,,,,,<i>Алекс?</i>,,,,,,,,
dialogue_iQOWa,<i>Cheers!</i>,,,,,,,,<i>Ваше здоровье!</i>,,,,,,,,
dialogue_e8iam,<i>Of course!</i>,,,,,,,,<i>Конечно!</i>,,,,,,,,
dialogue_mqqmK,<i>???</i>,,,,,,,,<i> ??? </i>,,,,,,,,
dialogue_4K84F,<i>I'm listening</i>,,,,,,,,<i>Я слушаю</i>,,,,,,,,
dialogue_uKWKS,<i>End communication</i>,,,,,,,,<i> Завершить общение </i>,,,,,,,,
dialogue_3CiJS,<i>Details please!</i>,,,,,,,,"<i> Подробности, пожалуйста! </i>",,,,,,,,
dialogue_u8q0C,<i>Thank you</i>,,,,,,,,<i>Спасибо</i>,,,,,,,,
dialogue_mei89,<i>Please report.</i>,,,,,,,,"<i> Пожалуйста, сообщите. </i>",,,,,,,,
dialogue_SGqbC,<i>Keeper?</i>,,,,,,,,<i> Хранитель? </i>,,,,,,,,
dialogue_eKeiW,<i>How long..?</i>,,,,,,,,<i>Сколько..?</i>,,,,,,,,
dialogue_um0Gu,<i>Infection?</i>,,,,,,,,<i>Инфекционное заболевание?</i>,,,,,,,,
dialogue_4niPW,<i>End communication</i>,,,,,,,,<i> Завершить общение </i>,,,,,,,,
dialogue_qu8qA,<i>End communication</i>,,,,,,,,<i> Завершить общение </i>,,,,,,,,
dialogue_ecqiO,<i>No denying.</i>,,,,,,,,<i> Никакого отрицания. </i>,,,,,,,,
dialogue_traderSplit2a,Very nice!,,,,,,,,Очень хорошо!,,,,,,,,
dialogue_traderSplit2b,Bye.,,,,,,,,До свидания.,,,,,,,,
dialogue_0KioS2,OK,,,,,,,,ОК,,,,,,,,
dialogue_uGSWi,Captain Hyde,,,,,,,,Капитан Хайд,,,,,,,,
dialogue_WaOaG,Understood,,,,,,,,Понял,,,,,,,,
dialogue_q6Oi0,Polaris Agent,,,,,,,,Агент Полярис,,,,,,,,
dialogue_KOC4G,<i>What?</i>,,,,,,,,<i>Какие?</i>,,,,,,,,
dialogue_WXaq0,<i>Details please!</i>,,,,,,,,"<i> Подробности, пожалуйста! </i>",,,,,,,,
dialogue_Wku24,<i>Easy.</i>,,,,,,,,<i>Легкий.</i>,,,,,,,,
dialogue_aOm0M,<i>Saying hello!</i>,,,,,,,,<i>Поздороваться!</i>,,,,,,,,
dialogue_qSOGc,<i>No worries.</i>,,,,,,,,<i>Не волнуйтесь.</i>,,,,,,,,
dialogue_8h4mS,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_OmW0s,<i>Leave</i>,,,,,,,,<i>Покинуть</i>,,,,,,,,
dialogue_0A404,<i>Will do.</i>,,,,,,,,<i>Сделаю.</i>,,,,,,,,
dialogue_SKCm4,Polaris Agent,,,,,,,,Агент Полярис,,,,,,,,
dialogue_OOW0G,<i>Affirmative!</i>,,,,,,,,<i>Утвердительный!</i>,,,,,,,,
dialogue_OC8mG,Polaris Agent,,,,,,,,Агент Полярис,,,,,,,,
dialogue_SsqSC,Polaris Agent,,,,,,,,Агент Полярис,,,,,,,,
dialogue_uqiai,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_C8q44,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_WOea4,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_Zi8im,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_WOian,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_SWOa0,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_CKS8G,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_KuK4m,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_iWS6S,Kanydan,,,,,,,,Канидан,,,,,,,,
dialogue_iKVO8,Station AI,,,,,,,,Станция AI,,,,,,,,
dialogue_enWqG,Station AI,,,,,,,,Станция AI,,,,,,,,
dialogue_OSPOi,Close Communication.,,,,,,,,Тесное общение .,,,,,,,,
dialogue_WWWC4,Captain Hyde,,,,,,,,Капитан Хайд,,,,,,,,
dialogue_GOWiE,"Affirmative, Sir!",,,,,,,,"Утвердительно, сэр !",,,,,,,,
dialogue_G8KWW,Commander Porter,,,,,,,,Командир Портер,,,,,,,,
dialogue_84SiC,"Thanks, Ma'am.",,,,,,,,"Спасибо, мэм .",,,,,,,,
dialogue_4kuGo,Commander Porter,,,,,,,,Командир Портер,,,,,,,,
dialogue_eaW0e,"Affirmative, Ma'am",,,,,,,,"Утвердительно, мэм",,,,,,,,
dialogue_6pmsM,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_0EuCe,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_GOi8I,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_a4G8W,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_mOqee,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_eG9aS,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Cm84a,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_WQGAa,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_SecG0,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_GC4S4,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_W8OqM,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_44OOm,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_04ila,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Pqsuq,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8uuOW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_0SW4q,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_ae40Y,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_SSuuK,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_iUSim,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_SOeCe,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_QKSOp,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_KCeNm,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Kqu0O,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OO8VS,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_uii0T,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_q4aqS,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OCceO,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4kSGu,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qaKb4,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_0uCa0,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8vSiC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_9WC40,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_LPCuS,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Gum01,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qOm0W,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_i4iH8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_LO84S,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_uu8K8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_gmSGu,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_ugMim,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_eeem0,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_K80iW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_eSmCS,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_G8uaC,Hello.... Terran...,,,,,,,,Привет .... Терран ...,,,,,,,,
dialogue_W0a0W,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_GiuGW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4CWm8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_CGW4m,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OWiGC,We are unstoppable.,,,,,,,,Нас не остановить .,,,,,,,,
dialogue_GmCue,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qOSGC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_mO44I,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_KaCea,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_m4eKM,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_CK8Wi,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_GS4OW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_0a6iG,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OCqKe,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_iqKWO,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_GiqWC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_W4D4w,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_WCaqW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qUTF2,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_at800,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8IWCK,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_mGauO,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_GK8qc,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_0GUm0,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_mWk0G,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_SNaC3,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_eS204,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_4fmCC,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_84iW7,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_uGieS,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_m0WOJ,<i>(back)</i>,,,,,,,,<i>(назад)</i>,,,,,,,,
dialogue_aaqu8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qiIGq,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OamCi,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_C7GiK,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OWeCC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_OKeCC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_9ICOi,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8i8aP,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_2SWOU,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_G8suC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Sa4xG,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_S88ko,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_iS8iq,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8840K,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qSK8u,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_C0i0M,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_E8GCC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_PTSeK,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_WqiaO,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_Wqm6a,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_aaKqm,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_KCKee,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8048i,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_CSaGi,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8KxK2,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_oei8K,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_8KiKY,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_maqia,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qqeS7,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4mmjO,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_0Kei2,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_O8Gii,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_04GOW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_B8Vc4,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4g4SO,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_KeaF8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_maiii,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_F0eC8,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_kCqaW,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4OsaK,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_S1aua,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qo0S4,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_mCqOi,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_C0CuC,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_4884e,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_qu8e4,<i>(leave)</i>,,,,,,,,<i>(покинуть)</i>,,,,,,,,
dialogue_SibWW,We want nothing.,,,,,,,,Мы ничего не хотим .,,,,,,,,
